Meta_CP,Meta_Năm,Meta_Kỳ,Chỉ tiêu cơ cấu nguồn vốn_(Vay NH+DH)/VCSH,Chỉ tiêu cơ cấu nguồn vốn_Nợ/VCSH,Chỉ tiêu cơ cấu nguồn vốn_TSCĐ / Vốn CSH,Chỉ tiêu cơ cấu nguồn vốn_Vốn CSH/Vốn điều lệ,Chỉ tiêu hiệu quả hoạt động_Vòng quay tài sản,Chỉ tiêu hiệu quả hoạt động_Vòng quay TSCĐ,Chỉ tiêu hiệu quả hoạt động_Số ngày thu tiền bình quân,Chỉ tiêu hiệu quả hoạt động_Số ngày tồn kho bình quân,Chỉ tiêu hiệu quả hoạt động_Số ngày thanh toán bình quân,Chỉ tiêu hiệu quả hoạt động_Chu kỳ tiền,Chỉ tiêu hiệu quả hoạt động_Vòng quay hàng tồn kho,Chỉ tiêu khả năng sinh lợi_Biên EBIT (%),Chỉ tiêu khả năng sinh lợi_Biên lợi nhuận gộp (%),Chỉ tiêu khả năng sinh lợi_Biên lợi nhuận ròng (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Tỷ đồng),Chỉ tiêu khả năng sinh lợi_EBIT (Tỷ đồng),Chỉ tiêu khả năng sinh lợi_Tỷ suất cổ tức (%),Chỉ tiêu thanh khoản_Chỉ số thanh toán hiện thời,Chỉ tiêu thanh khoản_Chỉ số thanh toán tiền mặt,Chỉ tiêu thanh khoản_Chỉ số thanh toán nhanh,Chỉ tiêu thanh khoản_Khả năng chi trả lãi vay,Chỉ tiêu thanh khoản_Đòn bẩy tài chính,Chỉ tiêu định giá_Vốn hóa (Tỷ đồng),Chỉ tiêu định giá_Số CP lưu hành (Triệu CP),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA,ticker_
BAB,2016,2,,0.0,0.04066593361266074,0.5145853953456037,,,,,,,,,,0.2850881755862595,0.0,,0.0,,,,,,,,12.126365540777416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,BAB
BAB,2016,1,,0.0,0.04120277678377875,0.48690345701242854,,,,,,,,,,0.45154471371864596,0.0,,0.0,,,,,,,,12.391807951642862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,BAB
HND,2015,4,0.0,0.0,3.3276867677935225,0.970890632748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1903865472499597,0.20475827897568263,0.07299788861310591,0.0,0.0,0.0,0.0,397601160984.0,0.0,0.0,0.0,0.0,-1.995407764755484,3.854301718175588,0.0,500000000.0,0.0,0.0,0.0,0.0,304.895967506,9671.270182488,0.0,HND
HND,2015,3,0.0,0.0,3.2640965719199633,1.0188248429046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08480416931463208,0.09773475474928825,-0.2234563126407916,0.0,0.0,0.0,0.0,166879649644.0,0.0,0.0,0.0,0.0,-0.7858068651522352,3.8254372802377246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HND
HND,2015,2,0.0,0.0,3.103979347186485,1.1067693660704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18518407457294947,0.19589191738352482,0.06705778078992765,0.0,0.0,0.0,0.0,511181598128.0,0.0,0.0,0.0,0.0,-2.452080836342784,3.5978310361632406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HND
HND,2015,1,0.0,0.0,3.103809993477417,1.1366341442076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18487389512896715,0.18998579295645987,0.04976522326247965,0.0,0.0,0.0,0.0,427741420653.0,0.0,0.0,0.0,0.0,-2.0255539995008194,3.6253479014812857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HND
TCT,2013,4,0.0262942275,0.0574524406,0.6946477777553683,1.488342266898655,0.5296538145,0.8274948332,0.2906418016714009,28.1199430497,8.5924225268,37.003007378171404,12.9801116365,-0.3858635004775972,0.33040236624037406,-0.13286642782369357,0.265334269,0.0,0.2513570568,80365502784.0,-2802601382.0,0.0,7.049765468,6.2298071426,6.8882019305,0.0,1.0573731208896004,633006000000.0,6394000.0,13.3071913118,3.3288807599,6.31517484,12.8244132553,-150.92815358148263,29739.7254926494,7.2719180773,TCT
TCT,2013,3,0.0,0.0831223121,0.6360002359964398,1.4969443517751018,0.4762630737,0.8852101645,0.5311643041265175,32.8809878735,12.4381759708,45.85032814842651,11.1006397193,0.4036936257277701,0.693930020856304,0.34627324626263883,0.2744148915,14.5389831491,0.2466697118,79374463716.0,5622030437.0,0.0,5.9373443435,4.7907280552,5.8375054218,0.0,1.0831223121871656,626612000000.0,6394000.0,12.1139129707,3.273334773,6.2741278637,0.0,754.2018736315296,29938.887035502,7.173281578,TCT
TCT,2013,2,0.0,0.2180874968,0.6694655741262038,1.4602899352908978,0.4795837066,0.9665949254,0.5591938369562309,43.1851148711,18.5612349125,62.305543620556236,8.4519863172,0.1397133242411388,0.44031077612641445,0.2026413502164793,0.3005128377,11.7943791873,0.2694192422,79690459115.0,2156704998.0,0.0,2.5664912271,2.1663818907,2.530318729,0.0,1.218087496889391,508323000000.0,3197000.0,9.2841140046,2.7220621767,5.2156045449,0.0,978.4493587738505,58411.5974116359,5.5446111902,TCT
TCT,2013,1,0.0,0.0926523964,0.5370324127461422,1.6201685120816391,0.4834205263,1.3278203705,0.5147767727155725,138.1583019346,47.2991550179,185.97223372521557,2.6418969753,0.8409410208465891,0.9614569480598518,0.6407338082372247,0.3490025947,0.0,0.3172875574,81530080526.0,53491743406.0,0.0,6.3897430356,4.8795747453,6.3086159519,0.0,1.0926523964856911,495535000000.0,3197000.0,8.1017915914,2.3917265217,5.3175186502,20.3225753851,12748.415766030654,64806.7404832656,5.0217082936,TCT
IMP,2013,4,0.0,0.1983692681,0.35591861986974954,0.471466449636238,0.9718049054,3.1854336629,78.83589693982975,166.3246267724,50.7254305257,295.88595423792975,2.1945036467,0.05660312684826299,0.4473337538103366,-0.0006856988139376438,0.0841981851,0.0,0.0700270585,132453859030.0,13311915525.0,0.0163934426,4.6793304431,1.6615244865,3.0107134914,-23.317874601339454,1.1938530845940278,1000754410000.0,16405810.0,16.5075017742,1.3787280096,1.1895101439,7.8159382844,-9.829600123370927,44243.6793729173,6.1040050656,IMP
IMP,2013,3,0.0,0.1501104765,0.34855103347165944,0.48514256935681277,1.0088370795,3.2141714088,85.89141508771863,167.6916110264,44.0433617104,297.62638782451864,2.1766145471,0.1347054852606751,0.4483118471928493,0.09752864111323081,0.0996845743,8.9997586285,0.0849340892,133199728194.0,27132795655.0,0.0231481481,5.6708264323,1.5766792486,3.5994355127,0.0,1.1501104765480992,708730992000.0,16405810.0,9.7546041304,0.9483545746,0.8212410456,14.3233996859,1197.4124210874074,45552.5824982125,4.2211893386,IMP
IMP,2013,2,0.0,0.1814071007,0.37127343097474774,0.4719852032749192,1.0230938962,3.2300744529,84.50676360261777,171.3469063464,42.6206490059,298.4743189549178,2.1301814417,0.14428703705174648,0.4822494981786948,0.09205005304850361,0.1041738348,7.8122904761,0.0892229113,133955012010.0,31722496861.0,0.0,4.7038615979,0.9283383605,2.8299495411,145.51604064678898,1.181407100793627,615217875000.0,16405810.0,8.1830647718,0.8616464931,0.7133101286,11.8970496078,1233.5774261679246,43521.3284094576,3.8688788829,IMP
IMP,2013,1,0.0,0.1579654493,0.37673440913318523,0.4718618797830956,1.0051119534,3.1841558014,82.95047446206124,173.0177985906,38.8400811427,294.80835419536123,2.1096095486,0.14853640645609098,0.4825667890939616,0.11130637844549077,0.1069533936,7.1039761396,0.0926471644,134570912234.0,27605395053.0,0.0,5.3332264312,0.8304610612,3.0089371039,-126.63025253669724,1.1579654493196283,559438121000.0,16405810.0,7.3270757974,0.7837286556,0.674033607,-11.8704827179,1260.9080826243874,43509.9568618942,3.6322572691,IMP
VTR,2019,2,0.7257651625,6.277938818,0.38477189034662673,0.3457223559604484,5.1351969004,80.1520776803,16.606932853878526,2.3377129981,26.1305406492,45.07518650117852,156.1355052122,0.01374435324817836,0.06337294470224755,0.010423904930623947,0.2300695141,0.1583473897,0.0373496503,58988659127.0,29893440509.0,,1.0494894425,0.1764955607,1.0153342028,-9.623145913847244,7.277938817969107,618280489200.0,12272340.0,12.2394912255,2.9823928234,0.086464776,-37.5918649162,1847.3732742899888,16892.476270866,9.0046968248,VTR
VTR,2019,1,0.0,0.0,0.3842996478491237,0.35350738039032154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005893903639353876,0.07581485305106606,0.003530992938679399,0.0,0.0,0.0,0.0,8262992657.0,,0.0,0.0,0.0,-3.2027788716383956,5.820161565786659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VTR
VTR,2018,4,0.6732918368,4.3134854699,0.39728362768257736,0.33628734011475553,6.5683307981,96.163506133,11.384760142657806,1.7743606744,16.7443413618,29.903462178857808,205.707895399,-0.000997790582750574,0.0833959824361881,0.005283352981775386,0.2997096307,0.1527406042,0.0482080798,60246062097.0,-1327275429.0,,1.1148296965,0.2237164761,1.0746790893,0.48573563296483835,5.313485469855236,0.0,8347131.0,0.0,0.0,0.0,0.0,841.9650252284288,0.0,0.0,VTR
VTR,2018,3,0.0,0.0,0.4137406057203448,0.32433459857903846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009409286472181743,0.056661947773811776,0.007737262285250926,0.0,0.0,0.0,0.0,21110028735.0,,0.0,0.0,0.0,-9.699199215400084,6.215971048472255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VTR
SBA,2013,4,2.1527125633,1.2272482939,2.0522542293859236,1.12899849925922,0.1484260739,0.1570317935,73.50767482558368,4.9311349394,131.9117454659,210.35055523088369,74.019471072,0.6153319032470073,0.6483578896470114,0.48235964656869795,0.1091081974,8.4216686902,0.0444685025,171761515276.0,72579502294.0,0.0,0.6842263443,0.1235624535,0.6746299123,-5.0721906000281844,2.227248293982434,657142807900.0,60288331.0,8.8435879697,0.9622663422,2.9581132285,6.5143817947,943.7180468638285,11327.4251847841,8.3481749024,SBA
SBA,2013,3,2.7781231213,1.7275337052,2.603605305957295,0.9028386068794406,0.1212271952,0.1259434174,38.52146182162517,3.8204787868,114.6905424273,157.03248303572516,95.5377638155,0.6930773404757433,0.7219877938198557,0.4006214448398886,0.0351323996,10.026172647,0.012695429,137385878388.0,38751920548.0,0.0,0.2542329176,0.0489469241,0.2502563461,-2.34684478363318,2.727533705239475,506421980400.0,60288331.0,24.2143484232,0.9273236293,2.8137887197,29.7738028868,371.5458908457758,9058.3262777335,9.5512934362,SBA
SBA,2013,2,2.9334169474,1.83328889,2.7334401788902483,0.8658356309648247,0.0896024047,0.0928801411,34.76644726080884,3.9530994694,221.3945467177,260.11409344790883,92.3326121249,0.59957801551714,0.6707305864720075,-0.4747897822387937,-0.0065611722,6.00420352,-0.0023491435,95030359148.0,18840971914.0,0.0,0.1872841913,0.0372776864,0.1842696988,-0.6704246915656231,2.833288890031765,303272319800.0,52288331.0,-86.8944035607,0.5537215742,2.2781467822,9.904646985,-285.3344346179265,10474.57832578,11.8023079148,SBA
SBA,2013,1,2.8599574353,1.7693641328,2.662004416467532,0.8911248046162213,0.0985539257,0.1021267229,28.220762611358666,2.9861671531,272.7547067304,303.9616364948587,122.2302641733,0.4643612804843355,0.539366266378939,0.12932852400795772,0.03093075,7.0988022965,0.0110827895,112612736685.0,7829575162.0,0.0,0.1905626288,0.0639707784,0.1888921626,-1.466917840209611,2.769364132867209,358560504000.0,49800070.0,21.7507500732,0.6678714354,2.4459602559,34.9418575621,43.787138552214884,10780.51795304,10.7236707058,SBA
CLL,2013,4,0.4380168256,0.3706379571,1.2027643172533888,1.1045192061411764,0.3969269924,0.4383686158,24.182586267610223,0.0,33.8080529104,57.99063917801023,0.0,0.3970591314877085,0.45030476180139933,0.35023282561697355,0.2374703389,0.0,0.1668905866,137159707231.0,21170986714.0,0.0,0.7551453763,0.4618570448,0.7551453763,-21.47750294016558,1.3706379571499578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4815014887,CLL
CLL,2013,3,0.5929735292,0.3724753363,1.2445953568139139,1.0506495248764707,0.3313684329,0.390550997,17.770756793321198,1.027519356,69.7631280049,88.5614041542212,355.2244518281,0.520665590992011,0.560699841034132,0.4522023994292042,0.2033703394,0.0,0.130180262,120549045798.0,27268010621.0,0.0,1.2347484733,0.3049497964,1.2347484733,-21.755520514635652,1.3724753363755513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8370137253,CLL
CLL,2013,2,0.665058471,0.4382713578,1.319439629638125,0.9809951302176471,0.3313684329,0.390550997,17.770756793321198,1.027519356,69.7631280049,88.5614041542212,355.2244518281,0.5709188180228063,0.6087399781479756,0.45082793813795025,0.2033703394,0.0,0.130180262,120549045798.0,26536163127.0,0.0,0.7291328171,0.3425135416,0.7291328171,-13.86684348257051,1.4382713578080055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13897.4310114167,0.8727541348,CLL
CLL,2013,1,0.7312970320000001,0.4829753757,1.2996103630165676,1.0173354432205883,0.3313684329,0.390550997,17.770756793321198,1.027519356,69.7631280049,88.5614041542212,355.2244518281,0.5285612896164011,0.5737513707460233,0.4349696665820525,0.2033703394,0.0,0.130180262,120549045798.0,24403955692.0,0.0,0.4074667068,0.1381521104,0.4074667068,-11.073057845617189,1.4174983626455517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13617.3087092083,1.0873975505,CLL
SMC,2013,4,2.461631019,4.3886610094,0.7745666147408488,0.772043585624138,3.7060638884,28.5683919084,37.647014840652425,30.1814361465,36.8835497505,104.71200073765243,12.0935265713,0.006335337913515129,0.030504822109589755,0.0017675627838469109,0.0452213561,7.259864178,0.010006977,151323113396.0,14329467968.0,0.0650406504,1.0697921598,0.1411091729,0.5756068573,-0.8180250578209356,5.4033808590209835,362993208900.0,29511643.0,13.9294154831,0.638371744,0.0376116938,-1.8433610438,135.46956680792053,19267.7700969749,8.6380141636,SMC
SMC,2013,3,2.2288592931,4.3910146329,0.5550622009673564,0.769627219551591,3.4885959364,32.2378430425,42.6170200633139,34.8008054878,39.8308247528,117.2486503039139,10.4882629836,0.00882215897548518,0.03241137406977778,0.0023075619257780147,0.0727100814,5.18561727,0.0153406301,168335945551.0,21319714725.0,0.0406504065,1.1045154664,0.0825622255,0.5904324364,-1.1308742027522594,5.398316245059915,362993208900.0,29511643.0,8.606640634,0.640142693,0.0378465414,-12.4559027533,188.95852301412023,19214.4659832392,8.2076736516,SMC
SMC,2013,2,2.2877051474,4.2817953976,0.4978300742302175,0.782280787761307,3.6832951208,33.0262829773,44.07124245804126,28.227482007,34.6004122054,106.89913667044127,12.9306609746,-0.0030814054461936855,0.011710167781262321,-0.010666920895414381,0.0755480207,5.26993625,0.0171097788,162312761251.0,-7588266408.0,0.04,1.108014018,0.1074969299,0.6815230804,0.34203776354404963,5.28992063084954,368895537500.0,29511643.0,8.448348547,0.6401743952,0.0392445815,0.7988248772,-890.101247328046,19525.9293290369,8.5582660021,SMC
SMC,2013,1,1.9177966388,3.5742856305,0.4778935040118907,0.817996607253068,4.0776711644,34.7264740253,43.743540340388776,22.6981098636,28.8523920228,95.29404222678878,16.0806341229,0.025373171713498257,0.04043147130877764,0.01797660844721014,0.1561116233,6.3239235,0.0385482148,214026721012.0,63687489599.0,0.0333333333,1.1477213413,0.0552318745,0.7154782316,-5.491944001995207,4.582978132065216,442674645000.0,29511643.0,4.8860119275,0.7346672968,0.0461898544,-0.5015449614,1528.9516159774635,20417.4053543149,6.6956439371,SMC
LIX,2013,4,0.138449256,0.6391869131,0.47051969636060775,0.5005250068333333,3.0188405678,11.0834423528,24.688070088142602,36.694792588,31.9716579071,93.3545205832426,9.9469154683,0.04591683548404957,0.17557755465375707,0.03637367329274207,0.2284443607,0.0,0.1390478588,103040555247.0,18708024009.0,0.0,2.1255043723,0.5569325216,1.3972823898,-55.9453108703011,1.639186913150699,676080000000.0,21600000.0,9.8328853571,2.0844779363,0.4529029023,9.573751483,686.1030968055555,15015.750205,6.2794463246,LIX
LIX,2013,3,0.1402987812,0.6034962447,0.40924046117402435,0.4776549036064815,3.130550243,12.3242395339,22.024651635768585,37.2703083837,23.9490211896,83.24398120906858,9.793318484,0.06356926282222757,0.17766125177904016,0.04968906650806279,0.2631356208,10.1308235294,0.1643971359,113829769021.0,23596517780.0,0.0,1.9309841301,0.4693758294,1.3004537933,-63.537762216699115,1.6034962447720285,645840000000.0,21600000.0,8.3557794498,2.0865831359,0.4387938551,24.7502862523,853.9016031018518,14329.6471081944,5.3142814088,LIX
LIX,2013,2,0.1524965495,0.5901055531,0.399985039544791,0.4491915168364198,3.2097517147,13.298611637,20.82846090793413,39.4295523438,23.2071606104,83.46517386213412,9.2570160781,0.05494678262277263,0.17790457640028318,0.04412053419146136,0.2516987374,10.2663529411,0.1581209328,106815152222.0,19581963945.0,0.0,1.9629437118,0.4235113193,1.2139487394,-33.173453962705715,1.5901055531931094,654480000000.0,21600000.0,9.205779855,2.2484841368,0.4535012759,-26.9097609397,727.949060462963,13475.7455050926,5.8904382945,LIX
LIX,2013,1,0.0747924233,0.5607908713,0.39629951496866755,0.4589316129691358,3.2649721517,14.1797463547,20.757324045310902,40.6364164047,23.8141418234,85.2078822734109,8.9820912445,0.06889498168191471,0.18378081519314593,0.05525786902249515,0.2483398518,8.9788235294,0.1559916584,103684343731.0,24648085858.0,0.0,2.0269865678,0.6088862871,1.2409085301,0.0,1.560790871352318,572400000000.0,21600000.0,8.4512404111,0.9623801328,0.4037777188,15.1761638444,915.2421036111111,27535.8967781481,4.7823407278,LIX
SHP,2013,4,2.5536702545,1.7067917613,2.470172946199305,1.0689935071130714,0.0695574375,0.0795454462,58.21609624708615,5.0567769027,564.2416384273,627.5145115770862,72.1803644925,0.5759933381218546,0.6613717799850086,0.5473856209176994,0.1004026267,0.0,0.037737862,165372710540.0,34940439253.0,0.0,0.4302531724,0.0460694845,0.4282200023,-14.799288953424083,2.706791761303797,1208861580000.0,93710200.0,11.599353726,1.1184851534,6.228193115,0.0,354.33774751307755,11533.4566220646,16.4284199472,SHP
SHP,2013,3,2.6655178224,1.7328782442,2.419111428600507,1.036184238197816,0.0702833246,0.0824133632,61.18311716829715,4.3875065693,570.4172457179,635.987869455497,83.1907586302,0.6211661895067857,0.6729797236609407,0.6003558912495208,0.0993279443,0.0,0.0383546814,166378783497.0,34827836383.0,0.0,0.7364230542,0.1917387009,0.7342845666,-15.68061756081898,2.732878244204603,1011039347800.0,93710200.0,9.7887709918,0.9641027134,5.3418815255,-22.4595431674,359.2035322622297,11190.7163518913,14.1413570302,SHP
SHP,2013,2,2.5461608043000004,1.7122266274,2.3051824539713937,1.0029244336659817,0.0703540623,0.0839024988,63.95370386429175,3.960361864,501.286641675,569.2007074032917,92.163295308,0.6319798595862701,0.6766880694707028,0.619818940364152,0.0897768565,0.0,0.0365330635,158484479708.0,35246779645.0,0.0,0.8603464739,0.2273399546,0.8585957536,-10.288923889359179,2.7122266274032407,732438923200.0,93710200.0,7.9083326611,0.7215981857,4.1076173421,-88.8278434942,368.8877078375673,10831.512819629,12.3215727307,SHP
SHP,2013,1,2.3693317646,1.4905739913,2.106363347531044,1.0371921125938814,0.0735288853,0.0879304156,63.937406298028634,3.4006585691,433.102909803,500.44097467012864,107.3321512816,0.18955424294701953,0.3112173453013883,0.17922945416368724,0.0890385752,0.0,0.0377539588,108517207802.0,4093123984.0,0.0,1.1124596963,0.3596540213,1.1097429893,-1.3472773298399945,2.4905739913046534,768423640000.0,93710200.0,8.5920578283,0.7320381937,4.4116566708,-17.3170232947,41.29941569861125,11201.6013239541,17.7516394815,SHP
PVM,2015,4,0.0,0.0,0.06079782671667847,1.147895264921607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02794255855465591,0.04806693304860671,0.016824300347814933,0.0,0.0,0.0,0.0,5759030923.0,0.0715947736,0.0,0.0,0.0,-1.8750867672288414,1.8352031863486373,215873858200.0,38638600.0,15.3114489178,0.5138615813,0.2509317761,-3.287730789,89.7426462397706,10872.5777599602,-6.639960468,PVM
PVM,2015,3,0.0,0.0,0.0614114992365035,1.1423965101245905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22651210150270845,0.01936638268193549,0.028912938434709202,0.0,0.0,0.0,0.0,-47995657837.0,0.0,0.0,0.0,0.0,31.14300899201683,1.8576178023980794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PVM
PVM,2015,2,0.0,0.0,0.06348166441272923,1.0702871765643682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015356370032830682,0.03239654389965688,0.018621432650993024,0.0,0.0,0.0,0.0,3686035726.0,0.0,0.0,0.0,0.0,-4.185515056820366,1.91556753145281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PVM
PVM,2015,1,0.0,0.0,0.061787560768302864,1.1175055103186968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017989558888224563,0.04008828497409215,0.006696275420838395,0.0,0.0,0.0,0.0,-3653611654.0,0.0,0.0,0.0,0.0,5.0019546989566,1.793624507080882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PVM
L18,2013,4,2.8338574631,8.5486571019,0.8944377472933871,0.2850714824791621,0.8961473162,9.8116606758,175.87964983416802,120.9151320794,149.3681476092,446.1629295227681,3.0186461671,0.0069542954975315135,0.04817963151685065,0.008927561045525322,0.0601664124,3.4506912442,0.006427129,68981053832.0,2794827935.0,0.1298076923,1.037908743,0.0554392028,0.7237082266,-0.36502719206761325,9.949130881207417,56160000000.0,5400000.0,7.2788102815,0.4306142841,0.0522033066,-3.2825895453,664.4174096296297,24151.5443953704,5.0874361301,L18
L18,2013,3,2.8880510139,8.0077517038,0.9632852887117586,0.2770529742887118,0.8817929624,8.8700500558,166.93444762427762,133.8051170108,150.8766368437,451.6162014787776,2.7278478443,0.03675344108523391,0.09790038021302823,0.0041960642640393505,0.0620902217,3.0678260869,0.0067330105,67018733867.0,8806079886.0,0.0,1.0640316316,0.0093272014,0.6756194699,-1.1356822751935611,9.388559200237992,52920000000.0,5400000.0,6.8049815655,0.4176022441,0.0519600572,-1.2816986349,186.17998259259258,23467.3068407407,5.7750214327,L18
L18,2013,2,2.8751116474,7.9829687127,0.9503469336435947,0.2762069946359399,0.8784560782,9.063334899,169.77320371821006,134.7027544226,148.2191031973,452.69506133811007,2.7096699066,0.04049008406107504,0.07866172061322599,0.011075506060367135,0.0720111464,2.504347826,0.0081181351,70914177092.0,9403854368.0,0.0,1.0694477341,0.0189617636,0.6861278261,-1.0941685175073421,9.32636021589418,43200000000.0,5400000.0,4.7803704709,0.3419439148,0.0441771586,1.9916329667,476.35095,23395.6495551852,5.0514690463,L18
L18,2013,1,2.9137845829,8.0595168214,0.937489905951567,0.2669983947937849,0.8240162091,8.6546570378,181.41588490454737,148.7937387605,157.2377517122,487.4473753772474,2.4530602096,0.022454745704852615,0.06917263740258434,0.0027629734774731675,0.0706982727,3.0991304347,0.008321731,71014423036.0,4475588123.0,0.0,1.0848203148,0.0097439106,0.6919072759,-0.5954470316410341,9.412874278982923,53460000000.0,5400000.0,6.039475733,0.437749954,0.0609926017,-1.9207136628,101.98232944444445,22615.6505725926,5.1655467079,L18
VPD,2015,3,0.0,0.0,2.6449470597378815,0.9756975879463845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5653485925629509,0.6072711171491741,0.3358464505130989,0.0,0.0,0.0,0.0,90344597899.0,0.0,0.0,0.0,0.0,-2.647388603205735,2.827386010417507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VPD
VPD,2015,2,0.0,0.0,2.8345664316778723,0.9253729487096723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3148177532231328,0.37307780241618504,-0.07895799128310232,0.0,0.0,0.0,0.0,27559060278.0,0.0,0.0,0.0,0.0,-0.793181403986359,2.9480801428011687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VPD
VPD,2015,1,0.0,0.0,2.7167337903897755,0.9810883208928328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38058795761292,0.4404538166264688,0.030758302124940583,0.0,0.0,0.0,0.0,38287752873.0,0.0,0.0,0.0,0.0,-1.0976346382850337,2.914369663001812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VPD
VPD,2014,4,0.0,0.0,2.4054906515177787,0.9780435938237481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905363362919663,0.8810997583267394,0.3733282673606797,0.0,0.0,0.0,0.0,92913301396.0,0.0454545455,0.0,0.0,0.0,0.0,3.197935003837635,1099963381000.0,99996671.0,13.9864339338,0.9580173477,2.1181415488,3.4331435845,438.7947145060459,11482.0467777162,6.2645220887,VPD
SSB,2016,3,,0.0,0.059242616398625256,0.2050654130052724,,,,,,,,,,0.07487900501780818,0.0,,0.0,,,,,,,,16.191529780629818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SSB
SSB,2016,2,,0.0,0.05928989251089173,0.20291588752196837,,,,,,,,,,0.0431363093597869,0.0,,0.0,,,,,,,,15.866238220724664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SSB
SSB,2015,4,,0.0,0.06055077423428992,0.20277191564147629,,,,,,,,,,-0.12342017589643281,0.0,,0.0,,,,,,,,14.692127614099213,0.0,546582600.0,0.0,0.0,0.0,0.0,-46.29126503478157,10554.4175756784,,SSB
SSB,2015,2,,0.0,0.04960526065259649,0.20306608084358524,,,,,,,,,,0.22951930174996743,0.0,,0.0,,,,,,,,12.712232678982835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SSB
SGN,2015,4,,0.0,0.5557888970933164,0.6240669601748167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15594942419979216,0.2684952535208811,0.1327071841729476,0.0,0.0,0.0,0.0,26239682852.0,0.0086440136,0.0,0.0,0.0,,1.561097118203899,2312640973500.0,19990500.0,18.7561936123,7.7859757609,3.8612442492,-16.6607050913,1116.9804797778945,14858.3817305776,17.174139467,SGN
SGN,2015,2,,0.0,0.6048545847727665,0.5095657343848468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09494189429392925,0.3227210965136791,0.09399627928556262,0.0,0.0,0.0,0.0,13805674408.0,0.0,0.0,0.0,0.0,,1.6386578902725215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SGN
SGN,2014,2,,0.0,0.30256048200184427,0.3059530574323967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2446432153996647,0.2976379063004745,0.191483812214988,0.0,0.0,0.0,0.0,29555961736.0,0.0,0.0,0.0,0.0,,2.3645293214935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SGN
SGN,2014,1,,0.0,0.23831392909744983,0.3059530574323967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22427613243520345,0.2787109830625151,0.1749638487749944,0.0,0.0,0.0,0.0,25673570052.0,0.0,0.0,0.0,0.0,,1.8833556510100065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SGN
