date,target_date,ticker,model_name,prediction_date,horizon,horizon_days,current_close,target_close,actual_return,predicted_return,naive_predicted_return,absolute_error,absolute_error_naive,pct_error,pct_error_naive,predicted_direction,predicted_direction_naive,actual_direction,momentum_predicted_return,absolute_error_momentum,pct_error_momentum,predicted_direction_momentum
2026-01-13,2026-01-13,MWG,cart,2025-12-12,20d,20,78.5,87.1,0.10955414012738851,-0.01063727682750678,0.0,0.1201914169548953,0.10955414012738851,109.70960733673584,100.0,-1,0,1,-0.03562653562653573,0.14518067575392424,132.51957031026808,-1
2026-01-14,2026-01-14,MWG,cart,2025-12-15,20d,20,77.7,86.0,0.10682110682110668,-0.01063727682750678,0.0,0.11745838364861347,0.10682110682110668,109.95802903008769,100.0,-1,0,1,-0.05703883495145634,0.16385994177256302,153.39659609311042,-1
2026-01-15,2026-01-15,MWG,cart,2025-12-16,20d,20,82.0,84.0,0.024390243902439046,-0.14689260859103728,0.0,0.17128285249347633,0.024390243902439046,702.2596952232523,100.0,-1,0,1,-0.012048192771084376,0.03643843667352342,149.3975903614459,-1
2026-01-16,2026-01-16,MWG,cart,2025-12-17,20d,20,81.9,87.0,0.06227106227106227,-0.14689260859103728,0.0,0.20916367086209955,0.06227106227106227,335.8922479138422,100.0,-1,0,1,-0.0060679611650485965,0.06833902343611087,109.74443175328392,-1
2026-01-19,2026-01-19,MWG,cart,2025-12-18,20d,20,81.6,86.7,0.0625,-0.14689260859103728,0.0,0.20939260859103728,0.0625,335.02817374565967,100.0,-1,0,1,0.007407407407407307,0.05509259259259269,88.14814814814831,1
2026-01-20,2026-01-20,MWG,cart,2025-12-19,20d,20,82.9,86.0,0.03739445114595896,-0.14689260859103728,0.0,0.18428705973699624,0.03739445114595896,492.81926619990315,100.0,-1,0,1,0.036250000000000115,0.001144451145958847,3.06048387096737,1
2026-01-21,2026-01-21,MWG,cart,2025-12-22,20d,20,85.0,85.4,0.004705882352941337,-0.14689260859103728,0.0,0.15159849094397862,0.004705882352941337,3221.467932559435,100.0,-1,0,1,0.07187894073139978,0.06717305837845844,1427.427490542193,1
2026-01-22,2026-01-22,MWG,cart,2025-12-23,20d,20,87.5,86.5,-0.011428571428571455,-0.14689260859103728,0.0,0.13546403716246583,0.011428571428571455,1185.3103251715734,100.0,-1,0,-1,0.1146496815286624,0.12607825295723385,1103.1847133757938,1
2026-01-23,2026-01-23,MWG,cart,2025-12-24,20d,20,88.0,85.8,-0.025000000000000022,-0.14689260859103728,0.0,0.12189260859103726,0.025000000000000022,487.5704343641486,100.0,-1,0,-1,0.09725685785536164,0.12225685785536167,489.02743142144624,1
2026-01-26,2026-01-26,MWG,cart,2025-12-25,20d,20,86.0,84.1,-0.02209302325581397,-0.14689260859103728,0.0,0.12479958533522331,0.02209302325581397,564.8823336225893,100.0,-1,0,-1,0.07499999999999996,0.09709302325581393,439.47368421052585,1
2026-01-27,2026-01-27,MWG,cart,2025-12-26,20d,20,87.0,85.0,-0.02298850574712641,-0.14689260859103728,0.0,0.12390410284391087,0.02298850574712641,538.9828473710129,100.0,-1,0,-1,0.08886107634543161,0.11184958209255802,486.545682102628,1
2026-01-28,2026-01-28,MWG,cart,2025-12-29,20d,20,87.1,85.5,-0.018369690011481032,-0.14689260859103728,0.0,0.12852291857955625,0.018369690011481032,699.6466380174603,100.0,-1,0,-1,0.08874999999999988,0.10711969001148092,583.1328125,1
2026-01-29,2026-01-29,MWG,cart,2025-12-30,20d,20,88.5,89.5,0.011299435028248483,-0.14689260859103728,0.0,0.15819204361928577,0.011299435028248483,1399.999586030692,100.0,-1,0,1,0.10624999999999996,0.09495056497175147,840.3125000000083,1
2026-01-30,2026-01-30,MWG,cart,2025-12-31,20d,20,88.4,92.9,0.05090497737556565,-0.14689260859103728,0.0,0.19779758596660293,0.05090497737556565,388.5623688766152,100.0,-1,0,1,0.04368358913813464,0.0072213882374310145,14.186016004197805,1
2026-02-02,2026-02-02,MWG,cart,2026-01-05,20d,20,87.4,93.7,0.07208237986270016,-0.14689260859103728,0.0,0.21897498845373745,0.07208237986270016,303.78434906121703,100.0,-1,0,1,0.018648018648018683,0.05343436121468148,74.12957412957407,1
2026-02-03,2026-02-03,MWG,cart,2026-01-06,20d,20,88.8,91.5,0.030405405405405483,-0.14689260859103728,0.0,0.17729801399644277,0.030405405405405483,583.1134682549658,100.0,-1,0,1,0.04347826086956519,0.013072855464159705,42.99516908212514,1
2026-02-04,2026-02-04,MWG,cart,2026-01-07,20d,20,89.8,91.8,0.022271714922049046,-0.14689260859103728,0.0,0.16916432351308633,0.022271714922049046,759.547812573756,100.0,-1,0,1,0.05771495877502941,0.035443243852980366,159.14016489988148,1
2026-02-05,2026-02-05,MWG,cart,2026-01-08,20d,20,87.5,90.2,0.030857142857142916,-0.14689260859103728,0.0,0.1777497514481802,0.030857142857142916,576.040861174657,100.0,-1,0,1,0.04166666666666674,0.010809523809523824,35.030864197530846,1
2026-02-06,2026-02-06,MWG,cart,2026-01-09,20d,20,86.0,88.4,0.027906976744186185,-0.14689260859103728,0.0,0.17479958533522347,0.027906976744186185,626.3651807845476,100.0,-1,0,1,0.03614457831325302,0.008237601569066832,29.518072289156006,1
2026-02-09,2026-02-09,MWG,cart,2026-01-12,20d,20,87.5,89.3,0.020571428571428463,-0.14689260859103728,0.0,0.16746403716246575,0.020571428571428463,814.0612917619907,100.0,-1,0,1,0.06318347509112998,0.04261204651970152,207.14189280410568,1
2026-02-10,2026-02-10,MWG,cart,2026-01-13,20d,20,87.1,89.3,0.025258323765786406,-0.14689260859103728,0.0,0.1721509323568237,0.025258323765786406,681.5611912854259,100.0,-1,0,1,0.10955414012738851,0.0842958163616021,333.73480023161625,1
2026-02-11,2026-02-11,MWG,cart,2026-01-14,20d,20,86.0,91.9,0.06860465116279069,-0.14689260859103728,0.0,0.21549725975382797,0.06860465116279069,314.11464981066456,100.0,-1,0,1,0.10682110682110668,0.038216455658315995,55.70534214601993,1
2026-02-12,2026-02-12,MWG,cart,2026-01-15,20d,20,84.0,92.9,0.10595238095238102,-0.14689260859103728,0.0,0.2528449895434183,0.10595238095238102,238.64021484996763,100.0,-1,0,1,0.024390243902439046,0.08156213704994197,76.97999451904631,1
2026-02-13,2026-02-13,MWG,cart,2026-01-16,20d,20,87.0,92.8,0.06666666666666665,-0.14689260859103728,0.0,0.21355927525770393,0.06666666666666665,320.33891288655593,100.0,-1,0,1,0.06227106227106227,0.00439560439560438,6.593406593406572,1
2026-02-23,2026-02-23,MWG,cart,2026-01-19,20d,20,86.7,92.0,0.06113033448673577,0.17127344716270446,0.0,0.11014311267596869,0.06113033448673577,180.17750696238681,100.0,1,0,1,0.0625,0.0013696655132642288,2.240566037736016,1
2026-02-24,2026-02-24,MWG,cart,2026-01-20,20d,20,86.0,92.2,0.0720930232558139,0.0315853029202921,0.0,0.0405077203355218,0.0720930232558139,56.18812820733673,100.0,1,0,1,0.03739445114595896,0.03469857210985494,48.130277442702045,1
2026-02-25,2026-02-25,MWG,cart,2026-01-21,20d,20,85.4,93.0,0.08899297423887575,0.0315853029202921,0.0,0.05740767131858365,0.08899297423887575,64.50809382377697,100.0,1,0,1,0.004705882352941337,0.08428709188593442,94.71207430340539,1
2026-02-26,2026-02-26,MWG,cart,2026-01-22,20d,20,86.5,93.6,0.08208092485549123,0.0315853029202921,0.0,0.05049562193519913,0.08208092485549123,61.5193140478131,100.0,1,0,1,-0.011428571428571455,0.09350949628406269,113.92354124748496,-1
2026-02-27,2026-02-27,MWG,cart,2026-01-23,20d,20,85.8,93.1,0.08508158508158514,0.0315853029202921,0.0,0.05349628216129304,0.08508158508158514,62.876452184095065,100.0,1,0,1,-0.025000000000000022,0.11008158508158516,129.38356164383563,-1
2026-03-02,2026-03-02,MWG,cart,2026-01-26,20d,20,84.1,90.0,0.07015457788347224,0.0315853029202921,0.0,0.038569274963180133,0.07015457788347224,54.97755973565154,100.0,1,0,1,-0.02209302325581397,0.0922476011392862,131.49191959006697,-1
2026-03-03,2026-03-03,MWG,cart,2026-01-27,20d,20,85.0,88.2,0.03764705882352937,0.0315853029202921,0.0,0.006061755903237265,0.03764705882352937,16.101539117974003,100.0,1,0,1,-0.02298850574712641,0.060635564570655776,161.0632183908046,-1
2026-03-04,2026-03-04,MWG,cart,2026-01-28,20d,20,85.5,88.8,0.03859649122807007,0.17127344716270446,0.0,0.13267695593463438,0.03859649122807007,343.75393128519,100.0,1,0,1,-0.018369690011481032,0.056966181239551106,147.59419684792826,-1
2026-03-05,2026-03-05,MWG,cart,2026-01-29,20d,20,89.5,85.2,-0.04804469273743017,0.0315853029202921,0.0,0.07962999565772227,0.04804469273743017,165.74150258991028,100.0,1,0,-1,0.011299435028248483,0.059344127765678656,123.51859151228464,1
2026-03-06,2026-03-06,MWG,cart,2026-01-30,20d,20,92.9,82.7,-0.10979547900968789,-0.14689260859103728,0.0,0.03709712958134939,0.10979547900968789,33.78748370693487,100.0,-1,0,-1,0.05090497737556565,0.16070045638525354,146.36345488421614,1
2026-03-09,2026-03-09,MWG,cart,2026-02-02,20d,20,93.7,77.0,-0.1782283884738527,-0.14689260859103728,0.0,0.03133577988281541,0.1782283884738527,17.581811826465895,100.0,-1,0,-1,0.07208237986270016,0.25031076833655286,140.44382630619765,1
2026-03-10,2026-03-10,MWG,cart,2026-02-03,20d,20,91.5,81.0,-0.11475409836065575,-0.14689260859103728,0.0,0.03213851023038153,0.11475409836065575,28.0064160579039,100.0,-1,0,-1,0.030405405405405483,0.14515950376606124,126.49613899613905,1
2026-03-11,2026-03-11,MWG,cart,2026-02-04,20d,20,91.8,86.5,-0.057734204793028265,-0.14689260859103728,0.0,0.08915840379800902,0.057734204793028265,154.42908431428748,100.0,-1,0,-1,0.022271714922049046,0.08000591971507731,138.57629112913406,1
2026-03-12,2026-03-12,MWG,cart,2026-02-05,20d,20,90.2,84.6,-0.06208425720620847,-0.14689260859103728,0.0,0.08480835138482881,0.06208425720620847,136.6020231234206,100.0,-1,0,-1,0.030857142857142916,0.09294140006335139,149.7020408163266,1
2026-03-13,2026-03-13,MWG,cart,2026-02-06,20d,20,88.4,82.0,-0.07239819004524894,-0.14689260859103728,0.0,0.07449441854578834,0.07239819004524894,102.89541561637003,100.0,-1,0,-1,0.027906976744186185,0.10030516678943513,138.5465116279071,1
2026-03-16,2026-03-16,MWG,cart,2026-02-09,20d,20,89.3,80.6,-0.09742441209406494,-0.14689260859103728,0.0,0.049468196496972344,0.09742441209406494,50.775976404363576,100.0,-1,0,-1,0.020571428571428463,0.1179958406654934,121.11527093596048,1
2026-03-17,2026-03-17,MWG,cart,2026-02-10,20d,20,89.3,82.7,-0.07390817469204924,-0.14689260859103728,0.0,0.07298443389898804,0.07390817469204924,98.75015071484295,100.0,-1,0,-1,0.025258323765786406,0.09916649845783565,134.17527745885948,1
2026-03-18,2026-03-18,MWG,cart,2026-02-11,20d,20,91.9,83.7,-0.08922742110990212,-0.14689260859103728,0.0,0.057665187481135166,0.08922742110990212,64.6272040184917,100.0,-1,0,-1,0.06860465116279069,0.1578320722726928,176.8874078275666,1
2026-03-19,2026-03-19,MWG,cart,2026-02-12,20d,20,92.9,82.4,-0.11302475780409038,-0.14689260859103728,0.0,0.0338678507869469,0.11302475780409038,29.964984172451125,100.0,-1,0,-1,0.10595238095238102,0.2189771387564714,193.74263038548762,1
2026-03-20,2026-03-20,MWG,cart,2026-02-13,20d,20,92.8,79.7,-0.14116379310344818,-0.14689260859103728,0.0,0.005728815487589106,0.14116379310344818,4.058275398841752,100.0,-1,0,-1,0.06666666666666665,0.20783045977011483,147.22646310432572,1
2026-03-23,2026-03-23,MWG,cart,2026-02-23,20d,20,92.0,74.2,-0.1934782608695652,-0.14689260859103728,0.0,0.04658565227852793,0.1934782608695652,24.077977582160504,100.0,-1,0,-1,0.06113033448673577,0.254608595356301,131.59545377966117,1
2026-03-24,2026-03-24,MWG,cart,2026-02-24,20d,20,92.2,76.0,-0.175704989154013,-0.14689260859103728,0.0,0.02881238056297572,0.175704989154013,16.398157332755318,100.0,-1,0,-1,0.0720930232558139,0.2477980124098269,141.03072064312371,1
2026-03-25,2026-03-25,MWG,cart,2026-02-25,20d,20,93.0,79.2,-0.14838709677419348,-0.14689260859103728,0.0,0.0014944881831562007,0.14838709677419348,1.0071550799530922,100.0,-1,0,-1,0.08899297423887575,0.23738007101306924,159.97352611750327,1
2026-03-26,2026-03-26,MWG,cart,2026-02-26,20d,20,93.6,78.5,-0.1613247863247863,-0.14689260859103728,0.0,0.014432177733749024,0.1613247863247863,8.946038648204695,100.0,-1,0,-1,0.08208092485549123,0.24340571118027754,150.87930176472835,1
2026-03-27,2026-03-27,MWG,cart,2026-02-27,20d,20,93.1,81.0,-0.1299677765843179,-0.14689260859103728,0.0,0.016924832006719376,0.1299677765843179,13.02232942004607,100.0,-1,0,-1,0.08508158508158514,0.21504936166590305,165.4635997611205,1
2026-03-30,2026-03-30,MWG,cart,2026-03-02,20d,20,90.0,80.8,-0.10222222222222221,-0.14689260859103728,0.0,0.04467038636881507,0.10222222222222221,43.699291012971266,100.0,-1,0,-1,0.07015457788347224,0.17237680010569445,168.6294783642663,1
2026-03-31,2026-03-31,MWG,cart,2026-03-03,20d,20,88.2,81.8,-0.07256235827664403,-0.14689260859103728,0.0,0.07433025031439325,0.07256235827664403,102.43637621452312,100.0,-1,0,-1,0.03764705882352937,0.1102094171001734,151.88235294117638,1
2026-04-01,2026-04-01,MWG,cart,2026-03-04,20d,20,88.8,82.4,-0.072072072072072,-0.14689260859103728,0.0,0.07482053651896528,0.072072072072072,103.81349442006442,100.0,-1,0,-1,0.03859649122807007,0.11066856330014208,153.55263157894728,1
2026-04-02,2026-04-02,MWG,cart,2026-03-05,20d,20,85.2,81.8,-0.039906103286385,-0.14689260859103728,0.0,0.10698650530465229,0.039906103286385,268.09559564577563,100.0,-1,0,-1,-0.04804469273743017,0.008138589451045175,20.39434768320731,-1
2026-04-03,2026-04-03,MWG,cart,2026-03-06,20d,20,82.7,79.3,-0.04111245465538094,-0.14689260859103728,0.0,0.10578015393565635,0.04111245465538094,257.2946685434933,100.0,-1,0,-1,-0.10979547900968789,0.06868302435430695,167.0613562970935,-1
2026-04-06,2026-04-06,MWG,cart,2026-03-09,20d,20,77.0,78.3,0.016883116883116944,-0.14689260859103728,0.0,0.16377572547415423,0.016883116883116944,970.0562201161407,100.0,-1,0,1,-0.1782283884738527,0.19511150535696964,1155.660454806662,-1
2026-04-07,2026-04-07,MWG,cart,2026-03-10,20d,20,81.0,78.0,-0.03703703703703709,-0.14689260859103728,0.0,0.10985557155400019,0.03703703703703709,296.6100431958001,100.0,-1,0,-1,-0.11475409836065575,0.07771706132361866,209.8360655737701,-1
2026-04-08,2026-04-08,MWG,cart,2026-03-11,20d,20,86.5,81.9,-0.05317919075144506,-0.14689260859103728,0.0,0.09371341783959222,0.05317919075144506,176.22197050271154,100.0,-1,0,-1,-0.057734204793028265,0.004555014041583205,8.565406839064076,-1
2026-04-09,2026-04-09,MWG,cart,2026-03-12,20d,20,84.6,80.7,-0.046099290780141744,-0.14689260859103728,0.0,0.10079331781089554,0.046099290780141744,218.6439663282508,100.0,-1,0,-1,-0.06208425720620847,0.015984966426066727,34.67508101654482,-1
2026-04-10,2026-04-10,MWG,cart,2026-03-13,20d,20,82.0,81.5,-0.0060975609756097615,-0.14689260859103728,0.0,0.14079504761542752,0.0060975609756097615,2309.038780893009,100.0,-1,0,-1,-0.07239819004524894,0.06630062906963918,1087.3303167420818,-1
2026-01-05,2026-01-05,MWG,lightgbm,2025-12-04,20d,20,85.8,87.4,0.018648018648018683,-0.08519930556258289,0.0,0.10384732421060157,0.018648018648018683,556.8812760793498,100.0,-1,0,1,0.06849315068493156,0.049845132036912876,267.2945205479448,1
2026-01-06,2026-01-06,MWG,lightgbm,2025-12-05,20d,20,85.1,88.8,0.04347826086956519,-0.07021968529858605,0.0,0.11369794616815124,0.04347826086956519,261.505276186748,100.0,-1,0,1,0.1124183006535946,0.0689400397840294,158.56209150326774,1
2026-01-07,2026-01-07,MWG,lightgbm,2025-12-08,20d,20,84.9,89.8,0.05771495877502941,-0.07858254444488062,0.0,0.13629750321991002,0.05771495877502941,236.156286191232,100.0,-1,0,1,0.10546875000000022,0.04775379122497081,82.7407525510209,1
2026-01-08,2026-01-08,MWG,lightgbm,2025-12-09,20d,20,84.0,87.5,0.04166666666666674,-0.06994693286183132,0.0,0.11161359952849806,0.04166666666666674,267.87263886839486,100.0,-1,0,1,0.07692307692307687,0.03525641025641013,84.61538461538416,1
2026-01-09,2026-01-09,MWG,lightgbm,2025-12-10,20d,20,83.0,86.0,0.03614457831325302,-0.07774506248835973,0.0,0.11388964080161275,0.03614457831325302,315.0946728844619,100.0,-1,0,1,0.03105590062111796,0.005088677692135057,14.078674948240325,1
2026-01-12,2026-01-12,MWG,lightgbm,2025-12-11,20d,20,82.3,87.5,0.06318347509112998,-0.06841520493064611,0.0,0.1315986800217761,0.06318347509112998,208.28021857292654,100.0,-1,0,1,0.027465667915106184,0.0357178071760238,56.53029866513,1
2026-01-13,2026-01-13,MWG,lightgbm,2025-12-12,20d,20,78.5,87.1,0.10955414012738851,-0.026785395407229472,0.0,0.13633953553461797,0.10955414012738851,124.44945976125015,100.0,-1,0,1,-0.03562653562653573,0.14518067575392424,132.51957031026808,-1
2026-01-14,2026-01-14,MWG,lightgbm,2025-12-15,20d,20,77.7,86.0,0.10682110682110668,-0.08357948162587044,0.0,0.1904005884469771,0.10682110682110668,178.24247858229086,100.0,-1,0,1,-0.05703883495145634,0.16385994177256302,153.39659609311042,-1
2026-01-15,2026-01-15,MWG,lightgbm,2025-12-16,20d,20,82.0,84.0,0.024390243902439046,-0.19132255501876658,0.0,0.21571279892120562,0.024390243902439046,884.4224755769422,100.0,-1,0,1,-0.012048192771084376,0.03643843667352342,149.3975903614459,-1
2026-01-16,2026-01-16,MWG,lightgbm,2025-12-17,20d,20,81.9,87.0,0.06227106227106227,-0.1499262932393633,0.0,0.21219735551042557,0.06227106227106227,340.7639885549775,100.0,-1,0,1,-0.0060679611650485965,0.06833902343611087,109.74443175328392,-1
2026-01-19,2026-01-19,MWG,lightgbm,2025-12-18,20d,20,81.6,86.7,0.0625,-0.1589228903061116,0.0,0.2214228903061116,0.0625,354.27662448977856,100.0,-1,0,1,0.007407407407407307,0.05509259259259269,88.14814814814831,1
2026-01-20,2026-01-20,MWG,lightgbm,2025-12-19,20d,20,82.9,86.0,0.03739445114595896,-0.15186411078511994,0.0,0.1892585619310789,0.03739445114595896,506.11402529311135,100.0,-1,0,1,0.036250000000000115,0.001144451145958847,3.06048387096737,1
2026-01-21,2026-01-21,MWG,lightgbm,2025-12-22,20d,20,85.0,85.4,0.004705882352941337,-0.158189328659784,0.0,0.16289521101272533,0.004705882352941337,3461.523234020295,100.0,-1,0,1,0.07187894073139978,0.06717305837845844,1427.427490542193,1
2026-01-22,2026-01-22,MWG,lightgbm,2025-12-23,20d,20,87.5,86.5,-0.011428571428571455,-0.15546070014918972,0.0,0.14403212872061827,0.011428571428571455,1260.281126305407,100.0,-1,0,-1,0.1146496815286624,0.12607825295723385,1103.1847133757938,1
2026-01-23,2026-01-23,MWG,lightgbm,2025-12-24,20d,20,88.0,85.8,-0.025000000000000022,-0.15666238220186546,0.0,0.13166238220186544,0.025000000000000022,526.6495288074613,100.0,-1,0,-1,0.09725685785536164,0.12225685785536167,489.02743142144624,1
2026-01-26,2026-01-26,MWG,lightgbm,2025-12-25,20d,20,86.0,84.1,-0.02209302325581397,-0.16471913318053805,0.0,0.14262610992472408,0.02209302325581397,645.5708133434874,100.0,-1,0,-1,0.07499999999999996,0.09709302325581393,439.47368421052585,1
2026-01-27,2026-01-27,MWG,lightgbm,2025-12-26,20d,20,87.0,85.0,-0.02298850574712641,-0.15693667682048537,0.0,0.13394817107335896,0.02298850574712641,582.6745441691122,100.0,-1,0,-1,0.08886107634543161,0.11184958209255802,486.545682102628,1
2026-01-28,2026-01-28,MWG,lightgbm,2025-12-29,20d,20,87.1,85.5,-0.018369690011481032,-0.15950726169151627,0.0,0.14113757168003524,0.018369690011481032,768.3176558331928,100.0,-1,0,-1,0.08874999999999988,0.10711969001148092,583.1328125,1
2026-01-29,2026-01-29,MWG,lightgbm,2025-12-30,20d,20,88.5,89.5,0.011299435028248483,-0.1636916987503521,0.0,0.1749911337786006,0.011299435028248483,1548.6715339406296,100.0,-1,0,1,0.10624999999999996,0.09495056497175147,840.3125000000083,1
2026-01-30,2026-01-30,MWG,lightgbm,2025-12-31,20d,20,88.4,92.9,0.05090497737556565,-0.1591756517982789,0.0,0.21008062917384454,0.05090497737556565,412.69172486595204,100.0,-1,0,1,0.04368358913813464,0.0072213882374310145,14.186016004197805,1
2026-02-02,2026-02-02,MWG,lightgbm,2026-01-05,20d,20,87.4,93.7,0.07208237986270016,-0.15442502652409815,0.0,0.2265074063867983,0.07208237986270016,314.23408441597127,100.0,-1,0,1,0.018648018648018683,0.05343436121468148,74.12957412957407,1
2026-02-03,2026-02-03,MWG,lightgbm,2026-01-06,20d,20,88.8,91.5,0.030405405405405483,-0.1630254620652818,0.0,0.19343086747068727,0.030405405405405483,636.172630792481,100.0,-1,0,1,0.04347826086956519,0.013072855464159705,42.99516908212514,1
2026-02-04,2026-02-04,MWG,lightgbm,2026-01-07,20d,20,89.8,91.8,0.022271714922049046,-0.1610147465364134,0.0,0.18328646145846245,0.022271714922049046,822.9562119484946,100.0,-1,0,1,0.05771495877502941,0.035443243852980366,159.14016489988148,1
2026-02-05,2026-02-05,MWG,lightgbm,2026-01-08,20d,20,87.5,90.2,0.030857142857142916,-0.14065588219096342,0.0,0.17151302504810634,0.030857142857142916,555.8292478410843,100.0,-1,0,1,0.04166666666666674,0.010809523809523824,35.030864197530846,1
2026-02-06,2026-02-06,MWG,lightgbm,2026-01-09,20d,20,86.0,88.4,0.027906976744186185,-0.1379643647020999,0.0,0.1658713414462861,0.027906976744186185,594.3723068491889,100.0,-1,0,1,0.03614457831325302,0.008237601569066832,29.518072289156006,1
2026-02-09,2026-02-09,MWG,lightgbm,2026-01-12,20d,20,87.5,89.3,0.020571428571428463,-0.13728399918391157,0.0,0.15785542775534003,0.020571428571428463,767.3527738106848,100.0,-1,0,1,0.06318347509112998,0.04261204651970152,207.14189280410568,1
2026-02-10,2026-02-10,MWG,lightgbm,2026-01-13,20d,20,87.1,89.3,0.025258323765786406,-0.14502359930741898,0.0,0.1702819230732054,0.025258323765786406,674.1616136216462,100.0,-1,0,1,0.10955414012738851,0.0842958163616021,333.73480023161625,1
2026-02-11,2026-02-11,MWG,lightgbm,2026-01-14,20d,20,86.0,91.9,0.06860465116279069,-0.13684249290727746,0.0,0.20544714407006814,0.06860465116279069,299.46532864450614,100.0,-1,0,1,0.10682110682110668,0.038216455658315995,55.70534214601993,1
2026-02-12,2026-02-12,MWG,lightgbm,2026-01-15,20d,20,84.0,92.9,0.10595238095238102,-0.1276423807922177,0.0,0.23359476174459873,0.10595238095238102,220.47146052299192,100.0,-1,0,1,0.024390243902439046,0.08156213704994197,76.97999451904631,1
2026-02-13,2026-02-13,MWG,lightgbm,2026-01-16,20d,20,87.0,92.8,0.06666666666666665,-0.1343680417123571,0.0,0.20103470837902376,0.06666666666666665,301.55206256853575,100.0,-1,0,1,0.06227106227106227,0.00439560439560438,6.593406593406572,1
2026-02-23,2026-02-23,MWG,lightgbm,2026-01-19,20d,20,86.7,92.0,0.06113033448673577,-0.11662278916112553,0.0,0.1777531236478613,0.06113033448673577,290.7772796277283,100.0,-1,0,1,0.0625,0.0013696655132642288,2.240566037736016,1
2026-02-24,2026-02-24,MWG,lightgbm,2026-01-20,20d,20,86.0,92.2,0.0720930232558139,-0.11234706074825777,0.0,0.1844400840040717,0.0720930232558139,255.8362455540351,100.0,-1,0,1,0.03739445114595896,0.03469857210985494,48.130277442702045,1
2026-02-25,2026-02-25,MWG,lightgbm,2026-01-21,20d,20,85.4,93.0,0.08899297423887575,-0.11747223649752421,0.0,0.20646521073639995,0.08899297423887575,232.0016973274813,100.0,-1,0,1,0.004705882352941337,0.08428709188593442,94.71207430340539,1
2026-02-26,2026-02-26,MWG,lightgbm,2026-01-22,20d,20,86.5,93.6,0.08208092485549123,-0.10220683137761144,0.0,0.18428775623310267,0.08208092485549123,224.51959034032956,100.0,-1,0,1,-0.011428571428571455,0.09350949628406269,113.92354124748496,-1
2026-02-27,2026-02-27,MWG,lightgbm,2026-01-23,20d,20,85.8,93.1,0.08508158508158514,-0.09055943977071532,0.0,0.17564102485230046,0.08508158508158514,206.4383552373612,100.0,-1,0,1,-0.025000000000000022,0.11008158508158516,129.38356164383563,-1
2026-03-02,2026-03-02,MWG,lightgbm,2026-01-26,20d,20,84.1,90.0,0.07015457788347224,-0.08418829065266957,0.0,0.15434286853614182,0.07015457788347224,220.00398718456768,100.0,-1,0,1,-0.02209302325581397,0.0922476011392862,131.49191959006697,-1
2026-03-03,2026-03-03,MWG,lightgbm,2026-01-27,20d,20,85.0,88.2,0.03764705882352937,-0.10031652810294803,0.0,0.1379635869264774,0.03764705882352937,366.465777773456,100.0,-1,0,1,-0.02298850574712641,0.060635564570655776,161.0632183908046,-1
2026-03-04,2026-03-04,MWG,lightgbm,2026-01-28,20d,20,85.5,88.8,0.03859649122807007,-0.10880005850275533,0.0,0.1473965497308254,0.03859649122807007,381.89106066623043,100.0,-1,0,1,-0.018369690011481032,0.056966181239551106,147.59419684792826,-1
2026-03-05,2026-03-05,MWG,lightgbm,2026-01-29,20d,20,89.5,85.2,-0.04804469273743017,-0.1446891696293845,0.0,0.09664447689195432,0.04804469273743017,201.15536469371884,100.0,-1,0,-1,0.011299435028248483,0.059344127765678656,123.51859151228464,1
2026-03-06,2026-03-06,MWG,lightgbm,2026-01-30,20d,20,92.9,82.7,-0.10979547900968789,-0.17614840611713292,0.0,0.06635292710744503,0.10979547900968789,60.43320517923176,100.0,-1,0,-1,0.05090497737556565,0.16070045638525354,146.36345488421614,1
2026-03-09,2026-03-09,MWG,lightgbm,2026-02-02,20d,20,93.7,77.0,-0.1782283884738527,-0.1654359822420756,0.0,0.012792406231777104,0.1782283884738527,7.1775357120809264,100.0,-1,0,-1,0.07208237986270016,0.25031076833655286,140.44382630619765,1
2026-03-10,2026-03-10,MWG,lightgbm,2026-02-03,20d,20,91.5,81.0,-0.11475409836065575,-0.1369399858242157,0.0,0.022185887463559956,0.11475409836065575,19.3334162182451,100.0,-1,0,-1,0.030405405405405483,0.14515950376606124,126.49613899613905,1
2026-03-11,2026-03-11,MWG,lightgbm,2026-02-04,20d,20,91.8,86.5,-0.057734204793028265,-0.13223792054195624,0.0,0.07450371574892797,0.057734204793028265,129.04605859908668,100.0,-1,0,-1,0.022271714922049046,0.08000591971507731,138.57629112913406,1
2026-03-12,2026-03-12,MWG,lightgbm,2026-02-05,20d,20,90.2,84.6,-0.06208425720620847,-0.13172587149229265,0.0,0.06964161428608417,0.06208425720620847,112.17274301079978,100.0,-1,0,-1,0.030857142857142916,0.09294140006335139,149.7020408163266,1
2026-03-13,2026-03-13,MWG,lightgbm,2026-02-06,20d,20,88.4,82.0,-0.07239819004524894,-0.10429092959755974,0.0,0.0318927395523108,0.07239819004524894,44.051846506629246,100.0,-1,0,-1,0.027906976744186185,0.10030516678943513,138.5465116279071,1
2026-03-16,2026-03-16,MWG,lightgbm,2026-02-09,20d,20,89.3,80.6,-0.09742441209406494,-0.1283383953025289,0.0,0.030913983208463974,0.09742441209406494,31.731249431216472,100.0,-1,0,-1,0.020571428571428463,0.1179958406654934,121.11527093596048,1
